STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,CEN23_YEAR_001,Census year,CEN23_GEO_008,Area,CEN23_DTD_003,Dwelling type,CEN23_ETH_002,Ethnicity,CEN23_AGE_003,Age,CEN23_GEN_002,Gender,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,603,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,13,Canterbury Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,540,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,13,Canterbury Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,517812,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,13,Canterbury Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,84261,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,13,Canterbury Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,2610,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,234,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,187713,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,30030,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,1098,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,57,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,86034,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,6084,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,474,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,15,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,47085,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,3912,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,990,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,51,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,40686,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,7092,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,297,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,24,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,40545,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,4164,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,408,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,438,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,51,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,9,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99999,Total - New Zealand by health region/health district,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,7737,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99999,Total - New Zealand by health region/health district,11,Separate house,999,Total - ethnicity,99,Total - age,99,,3838806,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99999,Total - New Zealand by health region/health district,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,702627,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99999,Total - New Zealand by health region/health district,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,19578,,,
